Date,City Name,Latitude,Longitude,Country,Cloud,Humidity,Maximum Temperatures,Wind Speed
1571286030,Lompoc,34.64,-120.46,US,20,93,59.0,8.05
1571286578,Key West,47.93,-96.78,US,1,100,39.2,7.14
1571286579,Mabay,20.35,-76.78,CU,20,88,77.0,3.36
1571286020,Nome,30.04,-94.42,US,1,77,64.0,8.05
1571286013,Provideniya,64.42,-173.23,RU,90,80,33.8,15.66
1571286579,Hoi An,15.88,108.33,VN,40,62,87.8,9.17
1571286579,Lulea,65.58,22.15,SE,75,92,26.6,9.17
1571286580,Sao Gabriel da Cachoeira,-0.13,-67.09,BR,79,82,72.57,0.6
1571286288,Atar,20.52,-13.05,MR,64,38,82.72,17.19
1571286018,Avarua,-21.21,-159.78,CK,100,73,75.2,8.05
1571286504,Belaya Gora,68.54,146.19,RU,72,85,17.76,5.57
1571286013,Saskylakh,71.97,114.09,RU,26,94,4.41,8.13
1571286306,At-Bashi,41.17,75.81,KG,68,47,33.55,1.43
1571286141,Bambous Virieux,-20.34,57.76,MU,75,69,73.99,11.41
1571286059,Kaitangata,-46.28,169.85,NZ,8,59,53.01,10.0
1571286024,Kavieng,-2.57,150.8,PG,100,76,83.26,14.91
1571286197,Pacific Grove,36.62,-121.92,US,1,82,60.01,1.88
1571286581,Qandala,11.47,49.87,SO,96,73,80.02,5.4
1571286168,Hamilton,43.26,-79.87,CA,90,87,48.99,11.41
1571286187,Severo-Kurilsk,50.68,156.12,RU,52,78,38.23,20.09
1571286107,Esperance,-33.86,121.89,AU,0,45,68.0,12.75
1571286041,Port Macquarie,-31.43,152.91,AU,92,19,96.8,13.87
1571286582,Katherine,-14.47,132.26,AU,9,12,104.0,11.41
1571286003,Port Alfred,-33.59,26.89,ZA,0,97,55.0,6.82
1571286014,Cape Town,-33.93,18.42,ZA,75,88,64.0,12.75
1571286583,Bunbury,53.12,-2.65,GB,0,87,46.0,4.7
1571286032,Nanortalik,60.14,-45.24,GL,37,62,38.61,11.7
1571286141,Sao Joao da Barra,-21.64,-41.05,BR,0,86,73.17,15.66
1571286583,Tocopilla,-22.09,-70.2,CL,0,43,53.2,5.06
1571286043,Chokurdakh,70.62,147.9,RU,37,85,14.56,8.37
1571286404,Antofagasta,-23.65,-70.4,CL,75,77,59.0,16.11
1571286273,Sao Felix do Xingu,-6.64,-51.99,BR,100,98,71.58,2.53
1571286584,Biak,-0.91,122.88,ID,49,78,81.25,9.43
1571286043,Kamenka,48.03,28.7,MD,0,70,51.96,3.58
1571286584,Atikokan,48.76,-91.62,CA,100,85,36.16,2.32
1571286585,Tamala,52.54,43.26,RU,49,71,41.11,12.0
1571286268,Roald,62.58,6.12,NO,75,71,50.0,8.05
1571286585,Dhone,15.4,77.87,IN,28,76,77.9,6.27
1571286585,South Shields,55.0,-1.43,GB,80,100,44.01,1.12
1571286586,Coruripe,-10.12,-36.18,BR,35,78,76.42,10.99
1571286017,Ponta do Sol,-20.63,-46.0,BR,4,63,69.49,4.4
1571286586,Kirakira,-10.46,161.92,SB,61,72,82.06,12.71
1571286586,Ganzhou,25.86,114.93,CN,100,58,62.82,7.55
1571286229,Pangnirtung,66.15,-65.72,CA,100,66,30.2,9.06
1571286587,Fereydunshahr,32.94,50.12,IR,0,42,40.69,3.63
1571286587,Bowen,-20.01,148.25,AU,75,51,84.2,10.29
1571286587,Hwange,-18.35,26.5,ZW,0,46,63.5,3.47
1571286014,Tuktoyaktuk,69.44,-133.03,CA,5,92,19.4,11.41
1571286588,Nizhniy Tagil,57.92,59.97,RU,15,79,29.37,7.84
1571286339,Aykhal,65.95,111.51,RU,90,100,33.8,2.24
1571286030,Atuona,-9.8,-139.03,PF,1,73,79.9,11.13
1571286588,Inhambane,-23.87,35.38,MZ,75,68,71.6,12.12
1571286100,La Ronge,55.1,-105.3,CA,90,93,35.6,10.29
1571286055,Broken Hill,-31.97,141.45,AU,80,20,66.2,13.87
1571286589,Cape Canaveral,28.41,-80.6,US,20,100,78.01,6.93
1571286015,Kodiak,39.95,-94.76,US,1,86,43.0,3.33
1571286045,Carnarvon,-30.97,22.13,ZA,0,18,68.67,9.38
1571286141,Atambua,-9.11,124.89,ID,47,43,86.9,7.0
1571286137,Northam,-31.65,116.67,AU,100,33,71.6,9.17
1571286267,Pangody,65.85,74.49,RU,73,79,23.16,15.83
1571286021,Katsuura,33.93,134.5,JP,75,60,71.6,9.17
1571286026,Lorengau,-2.02,147.27,PG,99,77,82.72,15.34
1571286591,Novichikha,52.2,81.39,RU,80,74,42.8,11.98
1571286591,Mamlyutka,54.94,68.54,KZ,90,93,37.4,17.9
1571286591,Mgandu,-5.96,34.11,TZ,100,82,62.64,10.1
1571286015,Georgetown,6.8,-58.16,GY,40,94,77.0,4.7
1571286113,Codrington,-28.95,153.24,AU,0,30,97.0,19.46
1571286009,Nikolskoye,59.7,30.79,RU,90,81,42.8,8.95
1571286022,Quatre Cocos,-20.21,57.76,MU,75,69,73.99,11.41
1571286592,Monduli,-3.3,36.45,TZ,91,85,65.52,9.09
1571286046,Saldanha,41.42,-6.55,PT,100,84,55.71,9.46
1571286011,Hobart,-42.88,147.33,AU,20,67,62.01,17.22
1571286593,Iizuka,33.62,130.66,JP,90,68,68.0,6.93
1571286025,Hirara,24.8,125.28,JP,75,74,82.4,18.34
1571286024,Cabo San Lucas,22.89,-109.91,MX,5,83,82.0,9.17
1571286593,Sochi,43.6,39.73,RU,0,87,64.99,1.8
1571286594,Novoseleznevo,55.68,69.21,RU,92,79,32.63,15.78
1571286594,San Luis,-33.3,-66.34,AR,32,77,55.78,12.86
1571286160,Husavik,50.56,-96.99,CA,72,93,37.0,7.7
1571286028,Poum,41.28,20.71,MK,100,87,44.6,4.7
1571286009,Ribeira Grande,38.52,-28.7,PT,86,76,60.1,8.03
1571286014,Yellowknife,62.45,-114.38,CA,90,99,33.8,3.36
1571286217,Saint-Leu,-21.15,55.28,RE,59,57,75.2,23.04
1571286042,Dikson,73.51,80.55,RU,99,68,25.47,11.67
1571286030,Hithadhoo,-0.6,73.08,MV,68,81,81.79,12.42
1571286147,Victoria,5.28,115.24,BN,75,70,89.6,2.24
1571286200,Bilibino,68.06,166.44,RU,100,93,18.68,2.13
1571286144,Mehamn,71.03,27.85,NO,15,80,33.8,11.41
1571286020,Isangel,-19.55,169.27,VU,100,69,71.02,17.34
1571286596,Cagli,43.55,12.65,IT,25,81,57.99,3.36
1571286596,Maine-Soroa,13.21,12.02,NE,45,60,81.21,7.07
1571286029,Bethel,60.79,-161.76,US,1,77,37.4,10.29
1571286596,Puerto Narino,-3.77,-70.38,CO,75,100,75.2,1.9
1571286597,Ures,30.73,-112.95,MX,0,56,81.88,7.86
1571286597,Sistranda,63.73,8.83,NO,75,75,46.99,16.11
1571286597,Manokwari,-0.87,134.08,ID,78,79,77.95,4.8
1571286597,Aguadulce,8.24,-80.54,PA,75,100,75.2,4.7
1571286033,Faanui,-16.48,-151.75,PF,54,79,79.86,12.71
1571286598,Bermejo,-22.73,-64.34,AR,2,85,51.57,0.77
1571286598,Silver City,32.77,-108.28,US,1,35,57.2,9.17
1571286010,San Patricio,-26.98,-56.83,PY,47,98,63.12,4.31
1571286598,Mawlaik,23.63,94.42,MM,100,82,73.85,1.7
1571286391,Praya,-8.71,116.27,ID,75,48,87.8,10.29
1571286323,Pochutla,15.74,-96.47,MX,100,94,75.0,4.69
1571286011,Plettenberg Bay,-34.05,23.37,ZA,0,48,66.97,3.63
1571286486,Ulladulla,-35.36,150.48,AU,0,19,69.8,29.97
1571286599,Boueni,-12.9,45.08,YT,0,88,80.6,8.05
1571286599,Lensk,60.71,114.91,RU,100,83,38.52,9.57
1571286040,Port Hedland,-20.31,118.58,AU,0,10,102.2,8.05
1571286600,Tuxtla Gutierrez,16.75,-93.12,MX,90,88,73.4,2.62
1571286049,Dingle,11.0,122.67,PH,96,79,81.72,8.44
1571286468,Andros Town,24.73,-77.79,BS,20,83,78.8,4.7
1571286600,Enumclaw,47.2,-121.99,US,90,93,55.99,4.7
1571286031,Kahului,20.89,-156.47,US,40,61,80.6,17.22
1571286601,Pontianak,-0.02,109.34,ID,18,45,96.06,2.44
1571286601,Jackville,5.21,-4.42,CI,75,88,78.8,6.93
1571286601,Koping,59.51,15.99,SE,100,87,46.0,9.17
1571286057,Cherskiy,68.75,161.3,RU,13,92,25.81,14.87
1571286183,Ancud,-41.87,-73.83,CL,19,87,46.4,5.82
1571286113,Ilulissat,69.22,-51.1,GL,100,53,26.6,4.7
1571286010,Clyde River,70.47,-68.59,CA,90,100,30.2,13.87
1571286602,Seoul,37.57,126.98,KR,75,39,68.0,1.12
1571286173,Mackenzie,55.34,-123.09,CA,90,93,46.4,12.75
1571286602,Brigham City,41.51,-112.02,US,1,24,61.0,9.17
1571286602,Oussouye,12.49,-16.54,SN,57,94,78.8,4.7
1571286603,Maningrida,-12.05,134.23,AU,1,42,89.28,13.41
1571286097,Saint-Joseph,43.56,6.97,FR,90,100,61.0,2.24
1571286492,Kapit,2.02,112.94,MY,54,53,91.11,1.76
1571286233,Neuquen,-38.95,-68.06,AR,75,81,53.6,7.19
1571286604,Belyy Yar,53.6,91.39,RU,100,54,53.6,17.9
1571286605,Santa Margherita Ligure,44.33,9.21,IT,75,77,64.99,6.93
1571286605,Perevolotskiy,51.88,54.19,RU,99,65,39.04,4.61
1571286606,La Baule-Escoublac,47.28,-2.4,FR,88,93,57.99,10.29
1571286606,Visaginas,55.6,26.44,LT,57,85,50.23,10.24
1571286037,Pevek,69.7,170.27,RU,100,80,30.0,8.37
1571286607,Marquette,46.54,-87.4,US,75,93,44.6,6.93
1571286607,Kenmare,51.88,-9.58,IE,90,94,47.5,7.27
1571286608,Shieli,44.18,66.74,KZ,18,37,60.85,13.21
1571286295,Isla Mujeres,21.23,-86.73,MX,20,78,82.4,9.17
1571286027,Batagay-Alyta,67.8,130.41,RU,100,81,21.45,4.6
1571286608,Polunochnoye,60.87,60.43,RU,82,68,32.34,3.45
1571286036,Vestmannaeyjar,63.44,-20.27,IS,100,65,46.11,13.75
1571286610,Chalus,36.66,51.42,IR,0,87,60.8,4.19
1571286423,Kokopo,-4.34,152.27,PG,100,70,81.86,23.73
1571286415,Petropavlovsk-Kamchatskiy,53.05,158.65,RU,0,39,44.6,17.9
1571286496,Nerchinskiy Zavod,51.31,119.61,RU,76,41,47.79,6.26
1571286293,Sinnamary,5.38,-52.96,GF,19,79,82.56,12.52
1571286061,Pringsewu,-5.36,104.98,ID,0,41,92.68,1.41
1571286613,Cabra,37.47,-4.43,ES,31,65,60.01,1.12
1571286172,Saint George,39.45,22.34,GR,20,82,57.2,4.7
1571286275,Mecca,21.43,39.83,SA,16,21,83.03,6.95
1571286054,Coihaique,-45.58,-72.07,CL,0,81,44.6,4.7
1571286016,Rio Grande,-32.03,-52.1,BR,100,91,62.92,28.51
1571286614,Flagstaff,35.2,-111.65,US,1,38,68.0,7.48
1571286101,Kruisfontein,-34.0,24.73,ZA,0,34,64.45,5.99
1571286150,Touros,-5.2,-35.46,BR,75,88,71.6,3.36
1571286614,Gornopravdinsk,60.06,69.92,RU,45,67,30.38,12.16
1571286615,Balclutha,-46.24,169.74,NZ,93,68,48.22,5.05
1571286615,Ibra,22.69,58.55,OM,0,14,90.48,5.61
1571286615,Elliot,-31.33,27.85,ZA,0,18,81.77,4.42
1571286112,Beringovskiy,63.05,179.32,RU,44,74,37.54,11.0
1571286615,Ilhabela,-23.78,-45.36,BR,0,88,72.72,8.95
1571286616,Effium,6.63,8.06,NG,88,94,74.5,2.39
1571286476,Richards Bay,-28.77,32.06,ZA,0,78,69.08,20.15
1571286616,Cervo,-22.19,-46.24,BR,89,92,62.96,4.14
1571286039,Benguela,-12.58,13.4,AO,58,88,72.91,2.75
1571286035,Buraydah,26.33,43.97,SA,7,46,69.8,2.24
1571286459,Yulara,-25.24,130.99,AU,1,14,80.6,13.87
1571286029,Mahebourg,-20.41,57.7,MU,75,69,73.99,11.41
1571286617,Rocha,-34.48,-54.34,UY,100,96,56.35,12.91
1571286617,Lexington,38.05,-84.5,US,75,75,46.99,11.41
1571286618,Auki,12.18,6.51,NG,83,86,73.65,8.26
1571286618,Ndioum,16.51,-14.65,SN,66,61,82.4,8.97
1571286618,Yerofey Pavlovich,53.97,121.97,RU,37,61,46.45,3.32
1571286098,Sitka,37.17,-99.65,US,0,46,54.0,13.0
1571286111,Hualmay,-11.1,-77.61,PE,31,87,58.42,2.91
1571286055,Zhigansk,66.77,123.37,RU,100,97,30.87,14.9
1571286463,Tucuman,-17.17,-70.89,PE,23,56,50.97,3.23
1571286041,Vardo,39.62,-77.74,US,90,57,51.8,17.22
1571286405,Viedma,-40.81,-62.99,AR,100,81,53.89,14.49
1571286619,Conde,-11.81,-37.61,BR,29,73,76.77,14.41
1571286620,Bima,-8.45,118.73,ID,40,30,96.03,3.12
1571286113,Hudson Bay,52.86,-102.4,CA,63,97,32.65,4.49
1571286620,Rio Brilhante,-21.8,-54.54,BR,23,78,72.5,5.07
1571286620,Mount Gambier,-37.83,140.78,AU,90,58,55.4,19.46
1571286620,Azangaro,-14.91,-70.2,PE,95,76,43.65,4.52
1571286048,Butaritari,3.07,172.79,KI,97,67,82.85,3.04
1571286217,Buchanan,5.88,-10.05,LR,75,94,77.0,2.63
1571286099,Along,28.17,94.8,IN,21,51,77.0,0.87
1571286621,Tomball,30.1,-95.62,US,75,87,66.2,4.7
1571286103,Namatanai,-3.66,152.44,PG,100,71,82.62,6.96
1571286349,Kaeo,-35.1,173.78,NZ,0,80,66.99,16.19
1571286622,Ishigaki,24.34,124.16,JP,40,78,80.6,17.22
1571286622,Kiruna,67.86,20.23,SE,90,92,12.2,3.47
1571286622,Tarakan,3.3,117.63,ID,40,74,87.8,5.82
1571286503,Port-Gentil,-0.72,8.78,GA,100,79,79.39,5.21
1571286093,Tuatapere,-46.13,167.69,NZ,100,67,54.0,8.01
1571286623,Fez,34.03,-5.02,MA,0,71,50.0,5.82
1571286026,Tasiilaq,65.61,-37.64,GL,10,68,30.2,4.04
1571286129,Bandarbeyla,9.49,50.81,SO,90,76,82.62,21.94
1571286623,Gamba,28.28,88.52,CN,84,32,38.48,4.27
1571286623,Caronport,50.46,-105.81,CA,0,77,43.0,1.01
1571286624,Amalapuram,16.58,82.0,IN,40,83,82.4,13.87
1571286159,Aranos,-24.14,19.11,NA,92,58,67.5,10.97
1571286624,Zhovkva,50.06,23.97,UA,17,100,44.6,2.65
1571286625,Erzincan,39.75,39.49,TR,88,75,42.8,2.38
1571286625,Toropets,56.5,31.64,RU,97,90,50.2,8.92
1571286188,Iralaya,15.0,-83.23,HN,0,75,83.86,10.38
1571286625,Svetlaya,46.54,138.33,RU,0,53,45.52,12.15
1571286278,Gold Coast,-28.0,153.41,AU,2,69,88.0,26.4
1571286626,Rancho Palos Verdes,33.75,-118.37,US,1,56,72.0,7.73
1571286167,Umm Lajj,25.02,37.27,SA,100,27,84.87,11.2
1571286626,Lichuan,30.3,108.94,CN,100,64,61.59,3.33
1571286288,Sambava,-14.27,50.17,MG,55,87,68.94,2.87
1571286626,Chulman,56.84,124.9,RU,84,98,36.28,5.49
1571286137,Port Lincoln,-34.72,135.86,AU,1,43,62.51,10.49
1571286627,Lalmohan,22.34,90.74,BD,19,62,87.46,4.34
1571286627,Odessa,31.85,-102.37,US,1,35,57.2,7.17
1571286627,Villarrica,-39.28,-72.23,CL,75,87,48.99,1.34
1571286062,Dawei,14.07,98.19,MM,64,70,84.7,21.35
1571286628,Zarubino,42.65,131.06,RU,0,52,53.44,6.78
1571286628,Lucea,18.44,-78.17,JM,20,78,82.4,1.12
1571286628,Tiksi,71.64,128.87,RU,78,89,16.57,18.03
1571286628,İzmit,40.76,29.93,TR,75,100,64.99,2.56
1571286629,Mabaruma,8.2,-59.78,GY,1,98,71.1,1.38
1571286629,Djibo,14.1,-1.63,BF,98,49,84.94,11.06
1571286288,Iquique,-20.22,-70.14,CL,90,82,62.6,11.41
1571286629,Visby,57.64,18.3,SE,90,100,53.01,13.87
1571286484,Veraval,49.65,0.71,FR,90,100,52.0,8.05
1571286630,Bundaberg,-24.87,152.35,AU,5,54,82.4,27.51
1571286630,Shenzhen,22.54,114.05,CN,0,48,84.99,11.18
1571286630,Sheridan,39.65,-105.03,US,1,22,59.0,5.82
1571286630,La Tuque,47.44,-72.79,CA,100,83,42.85,6.31
1571286040,Norman Wells,65.28,-126.83,CA,90,96,32.0,3.36
1571286631,Mumbwa,-14.99,27.06,ZM,39,46,70.66,12.14
1571286287,Belmonte,40.36,-7.35,PT,100,89,62.01,6.01
1571286277,Puerto Ayacucho,5.66,-67.63,CO,100,97,72.43,1.8
1571286162,Ahipara,-35.17,173.16,NZ,67,80,66.99,12.19
1571286632,Thompson,55.74,-97.86,CA,75,87,32.0,3.36
1571286467,Vrangel,42.73,133.08,RU,0,46,51.3,2.33
1571286407,Vao,59.1,26.19,EE,99,97,47.41,7.18
1571286632,Chapadinha,-3.74,-43.35,BR,55,95,72.25,2.75
1571286632,Robore,-18.33,-59.76,BO,1,76,68.54,0.89
1571286387,Abu Samrah,35.3,37.18,SY,46,48,70.12,11.77
1571286497,Jinchang,38.52,102.19,CN,44,51,44.24,4.99
1571286633,Celestun,20.87,-90.4,MX,100,79,84.11,22.45
1571286633,Siay,7.71,122.86,PH,41,72,83.23,6.65
1571286107,Vila Franca do Campo,37.72,-25.43,PT,40,82,62.6,14.99
1571286634,Lesozavodsk,45.47,133.42,RU,0,37,53.74,6.6
1571286201,Vila Velha,-3.71,-38.6,BR,40,74,79.0,14.99
1571286634,Stara Ves nad Ondrejnici,49.73,18.19,CZ,0,100,48.0,5.82
1571286634,Alpena,45.06,-83.43,US,90,93,44.01,14.99
1571286124,Airai,-8.93,125.41,TL,27,18,87.73,8.54
1571286460,Boende,-0.28,20.88,CD,99,97,69.75,0.27
1571286635,Narsaq,60.91,-46.05,GL,86,54,30.2,4.7
1571286635,Adelaide,-34.93,138.6,AU,20,44,62.01,11.41
1571286193,Haines Junction,60.75,-137.51,CA,100,96,23.81,4.0
1571286215,Palmer,-34.85,139.16,AU,20,44,63.0,11.41
1571286635,Vanimo,-2.67,141.3,PG,78,70,84.58,13.23
1571286201,Muros,42.77,-9.06,ES,75,100,64.0,10.29
1571286340,Tigre,-34.42,-58.58,AR,75,87,61.0,11.41
1571286036,Cidreira,-30.17,-50.22,BR,100,90,67.64,27.21
1571286326,Flinders,-34.58,150.85,AU,14,19,78.01,29.97
1571286637,Ryuo,35.06,136.12,JP,75,56,73.99,5.82
1571286191,Aklavik,68.22,-135.01,CA,75,79,21.2,13.87
1571286051,Ballina,54.11,-9.15,IE,72,91,52.0,8.99
1571286157,Cayenne,4.94,-52.33,GF,75,94,77.0,3.75
1571286173,Mitsamiouli,-11.38,43.28,KM,20,69,80.6,3.36
1571286462,Agadez,16.97,7.99,NE,15,22,85.87,4.49
1571286637,Sioux Lookout,50.1,-91.92,CA,90,100,35.6,2.93
1571286037,Lagoa,37.14,-8.45,PT,0,87,60.01,4.7
1571286638,Nushki,29.55,66.02,PK,0,14,76.35,6.24
1571286638,Dali,34.79,109.94,CN,33,43,66.07,6.37
1571286639,Zhuzhou,27.84,113.15,CN,90,82,62.6,8.95
1571286352,Faya,18.39,42.45,SA,20,44,64.4,4.7
1571286639,Sigli,5.38,95.96,ID,70,66,84.16,6.33
1571286104,Port Hardy,50.7,-127.42,CA,90,87,50.0,14.99
1571286639,Lasa,34.92,32.53,CY,20,68,69.8,8.05
1571286640,Cabedelo,-6.97,-34.84,BR,20,94,71.6,4.7
1571286108,Makakilo City,21.35,-158.09,US,40,73,84.2,9.17
1571286237,Mount Isa,-20.73,139.49,AU,15,12,100.4,8.05
1571286279,Upata,8.02,-62.41,VE,60,87,79.0,2.75
1571286641,Talnakh,69.49,88.39,RU,75,78,14.0,35.79
1571286165,Ixtapa,20.71,-105.21,MX,90,94,82.99,3.36
1571286641,Jumla,29.28,82.18,NP,4,37,63.3,5.29
1571286641,Olden,61.84,6.81,NO,75,87,46.99,6.93
1571286642,Chateaudun,48.08,1.33,FR,100,93,55.4,8.05
1571286267,Xining,36.62,101.77,CN,0,39,44.92,5.43
1571286042,Torbay,47.66,-52.73,CA,5,93,44.01,5.82
1571286642,Talikota,16.48,76.32,IN,93,71,80.89,8.66
1571286642,Araouane,18.9,-3.53,ML,38,21,83.86,10.96
1571286349,Nishihara,35.74,139.53,JP,75,68,70.0,3.36
1571286265,Lethem,3.38,-59.8,GY,52,75,79.29,6.69
1571286643,Price,39.6,-110.81,US,1,19,53.01,10.29
1571286643,Kantunilkin,21.1,-87.49,MX,20,78,82.4,9.17
1571286643,Kabo,7.69,18.62,CF,73,97,71.37,3.13
1571286644,Assiniboia,49.63,-105.99,CA,0,56,47.61,9.8
1571286436,Shimoda,34.7,138.93,JP,75,82,68.0,14.99
1571286644,Baykit,61.68,96.39,RU,100,97,37.89,3.31
1571286166,Honiara,-9.43,159.96,SB,75,58,87.8,14.99
1571286644,Kostomuksha,64.59,30.6,RU,97,95,30.79,5.98
1571286645,Matane,48.83,-67.52,CA,75,81,44.6,3.36
1571286645,Timbuktu,16.77,-3.01,ML,57,15,86.68,10.84
1571286645,Slatina,45.7,17.7,HR,37,98,55.0,1.43
1571286646,Coquimbo,-29.95,-71.34,CL,0,81,51.8,3.36
1571286646,Sheboygan,43.75,-87.71,US,1,75,42.01,8.05
1571286646,Helong,25.94,116.13,CN,39,42,76.19,9.45
1571286646,Moldovita,47.68,25.53,RO,0,87,48.2,3.36
1571286647,Fortuna,40.6,-124.16,US,90,100,55.99,8.05
1571286647,Pemba,-12.97,40.52,MZ,20,83,73.4,9.17
1571286647,Santona,43.44,-3.46,ES,75,63,66.2,13.87
1571286647,Zyryanka,65.73,150.89,RU,8,91,12.2,9.34
1571286648,Nuevo Ideal,24.89,-105.07,MX,61,99,54.95,6.8
1571286648,Orsk,51.23,58.47,RU,32,80,33.8,11.18
1571286138,Lata,30.78,78.62,IN,0,55,36.43,4.25
1571286481,Sabha,27.03,14.43,LY,99,63,66.58,11.16
1571286122,Tautira,-17.73,-149.15,PF,20,74,80.6,8.05
1571286496,Qasigiannguit,68.82,-51.19,GL,100,53,26.6,4.7
1571286120,Okhotsk,59.36,143.24,RU,0,50,24.06,18.46
1571286649,Khislavichi,54.19,32.16,RU,2,72,50.68,9.44
1571286649,Indramayu,-4.05,103.78,ID,17,32,96.84,5.77
1571286649,Laela,-8.57,32.05,TZ,100,74,67.26,2.5
1571286650,Constitucion,23.99,-104.67,MX,43,81,61.0,15.99
1571286054,Tacuarembo,-31.73,-55.98,UY,100,99,60.08,6.22
1571286650,Siparia,10.14,-61.51,TT,20,88,78.01,6.83
1571286650,Hereford,52.06,-2.72,GB,0,95,48.99,6.9
1571286053,Prince Rupert,54.32,-130.32,CA,90,81,48.2,11.41
1571286651,Longyan,25.1,117.03,CN,14,49,77.63,4.22
1571286214,Lazaro Cardenas,28.39,-105.62,MX,20,67,62.6,5.02
1571286651,Satwas,22.52,76.76,IN,2,59,83.08,6.29
1571286651,Yenagoa,4.92,6.26,NG,59,95,74.7,2.01
